2010-01-04,54699.1015625,55697.19921875,54599.19921875,54898.69921875,54088.7890625,496189
2010-01-05,54898.69921875,56795.19921875,54699.1015625,56296.1015625,55465.578125,1121034
2010-01-06,56895.0,57593.69921875,55497.6015625,56296.1015625,55465.578125,880999
2010-01-07,56296.1015625,56296.1015625,53301.6015625,53900.5,53105.31640625,1079836
2010-01-08,54100.19921875,54499.3984375,53201.80078125,54200.0,53400.3984375,557013
2010-01-11,54499.3984375,55896.80078125,54499.3984375,55397.80078125,54580.53125,806557
2010-01-12,55697.19921875,56895.0,55198.1015625,55497.6015625,54678.859375,985186
2010-01-13,55597.3984375,55597.3984375,54499.3984375,54998.5,54187.12109375,544857
2010-01-14,56296.1015625,59190.80078125,55797.0,58591.8984375,57727.50390625,1910420
2010-01-15,58891.30078125,60089.1015625,58591.8984375,60089.1015625,59202.62109375,1092517
2010-01-18,59490.19921875,60089.1015625,58092.80078125,59290.6015625,58415.8984375,572042
2010-01-19,59889.5,61386.69921875,59390.3984375,61187.1015625,60284.421875,773944
2010-01-20,60688.0,61187.1015625,59689.80078125,59689.80078125,58809.2109375,582711
2010-01-21,58791.5,60488.3984375,58292.3984375,59789.69921875,58907.63671875,445163
2010-01-22,58891.30078125,59190.80078125,57493.8984375,58492.1015625,57629.18359375,841773
2010-01-25,57793.30078125,61087.30078125,56994.80078125,60288.69921875,59399.2734375,1046416
2010-01-26,59789.69921875,59989.30078125,57094.6015625,58292.3984375,57432.421875,1032210
2010-01-27,57893.19921875,57993.0,55896.80078125,56196.30078125,55367.25,603222
2010-01-28,56196.30078125,58392.19921875,55797.0,57394.1015625,56547.37890625,515424
2010-01-29,56795.19921875,56994.80078125,54798.8984375,56395.8984375,55563.90234375,451259
2010-02-01,56096.5,56895.0,55597.3984375,56096.5,55268.921875,601303
2010-02-02,57194.5,57493.8984375,54599.19921875,55597.3984375,54777.18359375,854940
2010-02-03,56695.3984375,57893.19921875,55497.6015625,57893.19921875,57039.1171875,523996
2010-02-04,57793.30078125,59290.6015625,56994.80078125,58991.1015625,58120.81640625,392315
2010-02-05,56495.69921875,58891.30078125,56495.69921875,58891.30078125,58022.4921875,693787
2010-02-08,58392.19921875,58891.30078125,56994.80078125,58192.6015625,57334.1015625,566582
2010-02-09,57394.1015625,58691.69921875,56695.3984375,58691.69921875,57825.83203125,523829
2010-02-10,58691.69921875,59390.3984375,57493.8984375,58492.1015625,57629.18359375,537918
2010-02-11,58691.69921875,58791.5,57394.1015625,57394.1015625,56547.37890625,641191
2010-02-12,57493.8984375,58292.3984375,56994.80078125,58092.80078125,57235.76953125,417711
2010-02-16,57493.8984375,59091.0,57493.8984375,58691.69921875,57825.83203125,277473
2010-02-17,58991.1015625,59390.3984375,58492.1015625,59390.3984375,58514.2265625,375676
2010-02-18,59190.80078125,59590.0,58591.8984375,58791.5,57924.1640625,182405
2010-02-19,58591.8984375,58791.5,55996.69921875,56495.69921875,55662.23046875,796756
2010-02-22,57194.5,58192.6015625,56495.69921875,57094.6015625,56252.296875,532186
2010-02-23,57094.6015625,58591.8984375,56395.8984375,58392.19921875,57530.75,665519
2010-02-24,57893.19921875,59190.80078125,57394.1015625,58891.30078125,58022.4921875,426950
2010-02-25,58591.8984375,59590.0,57893.19921875,58791.5,57924.1640625,439074
2010-02-26,58591.8984375,59091.0,57993.0,57993.0,57137.44140625,243111
2010-03-02,58192.6015625,59390.3984375,58192.6015625,59390.3984375,58514.2265625,303806
2010-03-03,59091.0,59490.19921875,58691.69921875,59190.80078125,58317.57421875,189215
2010-03-04,58991.1015625,60188.8984375,58891.30078125,59290.6015625,58415.8984375,357039
2010-03-05,59290.6015625,61087.30078125,59290.6015625,60588.19921875,59694.35546875,782451
2010-03-08,61286.8984375,63083.6015625,61087.30078125,62784.1015625,61857.859375,945709
2010-03-09,62584.5,64580.80078125,62484.69921875,63882.1015625,62939.6640625,896049
2010-03-10,63981.8984375,64081.69921875,62384.8984375,63183.3984375,62251.26953125,472358
2010-03-11,62884.0,64181.6015625,61686.19921875,63882.1015625,62939.6640625,640559
2010-03-12,64281.3984375,64281.3984375,62684.30078125,63183.3984375,62251.26953125,334279
2010-03-15,62484.69921875,63183.3984375,61686.19921875,63083.6015625,62152.94140625,387416
2010-03-16,63283.19921875,63283.19921875,62085.3984375,62085.3984375,61169.46484375,225638
2010-03-17,62285.1015625,64081.69921875,62285.1015625,63682.5,62743.0078125,459844
2010-03-18,63383.0,65379.30078125,63383.0,63682.5,62743.0078125,601060
2010-03-19,64481.0,64580.80078125,63383.0,63782.30078125,62841.33203125,268001
2010-03-22,63682.5,65678.796875,63183.3984375,64880.30078125,63923.13671875,583444
2010-03-23,65678.796875,65878.3984375,64580.80078125,64880.30078125,63923.13671875,339922
2010-03-24,65479.19921875,67176.0,64780.5,66876.6015625,65889.984375,624762
2010-03-25,66776.796875,67675.1015625,65778.6015625,66477.296875,65496.578125,624730
2010-03-26,66976.3984375,67675.1015625,66377.5,67176.0,66184.96875,313660
2010-03-29,66477.296875,68174.203125,66377.5,67575.296875,66578.375,364184
2010-03-30,68274.0,68274.0,66577.1015625,67874.703125,66873.3671875,557639
2010-03-31,67176.0,67475.5,66078.1015625,66377.5,65398.24609375,409765
2010-04-01,66577.1015625,69671.3984375,66577.1015625,68174.203125,67168.4453125,748273
2010-04-02,68074.3984375,68174.203125,66776.796875,67874.703125,66873.3671875,532698
2010-04-05,67675.1015625,68773.1015625,67375.703125,68573.5,67561.8515625,590677
2010-04-06,69072.5,69372.0,68274.0,69372.0,68348.5703125,324134
